,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
8165,673735195261507687,https://www.airbnb.com/rooms/673735195261507687,2025-06-20,city scrape,Lovely private room with spacious work desk,384900577,https://www.airbnb.com/users/show/384900577,Philipp,2021-01-17,"Berlin, Germany",within an hour,100%,63%,t,,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Parkviertel,Mitte,52.55242,13.3477,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Hot water"", ""Lock on bedroom door"", ""Freezer"", ""Yamaha sound system with aux"", ""Central heating"", ""Record player"", ""Cooking basics"", ""Outdoor furniture"", ""Lockbox"", ""IKEA refrigerator"", ""Baking sheet"", ""Bathtub"", ""Paid street parking off premises"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Stainless steel oven"", ""Gorenje stainless steel gas stove"", ""Portable fans"", ""Hot water kettle"", ""Private living room"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Fast wifi \u2013 105 Mbps"", ""65 inch HDTV"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Bikes"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$84.00,2,30,2.0,30.0,29,35,35,35,32,164,13776.0,4.91,4.84,4.78,4.94,1.02
8167,674281597999556835,https://www.airbnb.com/rooms/674281597999556835,2025-06-21,previous scrape,Zaba - 2 bedrooms in Tiergarten,449692327,https://www.airbnb.com/users/show/449692327,Ukio Germany,2022-03-15,,within an hour,100%,100%,f,,58.0,59.0,"['email', 'phone']",t,t,,Tiergarten Süd,Mitte,52.50159,13.37074,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Iron"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Long term stays allowed"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",,92,178,92.0,178.0,0,0,0,0,0,0,,,,,,
8169,674409432660588053,https://www.airbnb.com/rooms/674409432660588053,2025-06-21,previous scrape,"Blueground | Mitte, next to Hauptbahnhof",434485440,https://www.airbnb.com/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany",within a few hours,85%,97%,f,,328.0,333.0,"['email', 'phone']",t,t,,Moabit Ost,Mitte,52.532535,13.3676116,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""TV"", ""Cooking basics"", ""Lockbox"", ""Patio or balcony"", ""Elevator"", ""Self check-in"", ""Bathtub"", ""Smoke alarm"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Paid parking on premises"", ""Microwave"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen""]",,90,1125,92.0,1125.0,0,0,0,0,0,0,,,,,,
8172,674997174760479860,https://www.airbnb.com/rooms/674997174760479860,2025-06-20,city scrape,Privatzimmer mit Balkon,469811436,https://www.airbnb.com/users/show/469811436,Melek,2022-07-16,,,,,f,,1.0,1.0,"['email', 'phone']",t,t,,Pankow Zentrum,Pankow,52.5633,13.39548,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Iron"", ""HDTV with Netflix"", ""Fast wifi \u2013 60 Mbps"", ""Cleaning products"", ""Garden view"", ""Oven"", ""Hot water"", ""Washer"", ""Lock on bedroom door"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Mosquito net"", ""Hangers"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dining table"", ""Toaster"", ""Kitchen"", ""Dishes and silverware""]",$50.00,92,300,92.0,300.0,27,57,87,362,0,0,0.0,,,,,
8176,675720114138893324,https://www.airbnb.com/rooms/675720114138893324,2025-06-20,city scrape,Schöne Wohnung in Lübars,470700105,https://www.airbnb.com/users/show/470700105,Beate,2022-07-21,,within a few hours,100%,86%,f,,1.0,1.0,"['email', 'phone']",t,t,,Nord 2,Reinickendorf,52.61572,13.35199,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Cleaning products"", ""Wifi"", ""Oven"", ""Hot water"", ""TV"", ""Lock on bedroom door"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Baking sheet"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Trash compactor"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Hair dryer"", ""Induction stove"", ""Clothing storage: wardrobe"", ""Toaster"", ""Coffee maker: pour-over coffee"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$75.00,2,8,2.0,8.0,14,35,65,334,25,63,4725.0,4.92,4.96,4.64,4.84,0.72
8189,678985613228898500,https://www.airbnb.com/rooms/678985613228898500,2025-06-20,city scrape,Zimmer in modernem Reihenhaus mit Garten,422283922,https://www.airbnb.com/users/show/422283922,Luise,2021-09-09,"Weißenfels, Germany",,,,f,,1.0,1.0,['phone'],t,t,,Weißensee Ost,Pankow,52.5617,13.4817,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Wifi"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""TV"", ""Smoke alarm"", ""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen""]",$29.00,92,365,92.0,365.0,0,0,0,263,0,0,0.0,,,,,
8195,680092774749251355,https://www.airbnb.com/rooms/680092774749251355,2025-06-21,previous scrape,"Blueground | Mitte, near Potsdamer Platz",434485440,https://www.airbnb.com/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany",within a few hours,85%,97%,f,,328.0,333.0,"['email', 'phone']",t,t,,Tiergarten Süd,Mitte,52.5013915,13.3592967,Entire rental unit,Entire home/apt,4,,2 baths,2.0,,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""TV"", ""Cooking basics"", ""Lockbox"", ""Patio or balcony"", ""Elevator"", ""Self check-in"", ""Smoke alarm"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Paid parking on premises"", ""Microwave"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen""]",,90,1125,92.0,1125.0,0,0,0,1,0,0,,,,,,
8196,680182172356497351,https://www.airbnb.com/rooms/680182172356497351,2025-06-20,city scrape,Quiet garden loft - ideal for working and living,517349088,https://www.airbnb.com/users/show/517349088,Andreas,2023-05-30,"Berlin, Germany",,,100%,f,,1.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Zehlendorf  Südwest,Steglitz - Zehlendorf,52.42965,13.19717,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Bauknecht mit **** Gefrierfach refrigerator"", ""Coffee maker: drip coffee maker, french press, pour-over coffee"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Garden view"", ""Hot water"", ""Central heating"", ""Cooking basics"", ""Electric stove"", ""Outdoor furniture"", ""Clothing storage: closet and wardrobe"", ""Baking sheet"", ""First aid kit"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Beach essentials"", ""Durchgelesen, Shampoo, Sp\u00fclung body soap"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Dining table"", ""TV with Amazon Prime Video, Netflix, standard cable"", ""Room-darkening shades"", ""Toaster"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$87.00,3,365,3.0,365.0,9,19,35,209,48,255,22185.0,4.96,4.83,5.0,4.79,1.93
8203,681167736810826609,https://www.airbnb.com/rooms/681167736810826609,2025-06-21,previous scrape,Lovely apartment,472073658,https://www.airbnb.com/users/show/472073658,Wail,2022-07-28,,,,,f,,1.0,1.0,"['email', 'phone']",t,t,,Schloßstr.,Steglitz - Zehlendorf,52.4633532,13.3189219,Entire home,Entire home/apt,2,,1 bath,1.0,,"[""Wifi"", ""TV"", ""Washer"", ""Hot tub"", ""Kitchen""]",,5,15,5.0,15.0,0,0,0,0,0,0,,,,,,
8204,681601872230570725,https://www.airbnb.com/rooms/681601872230570725,2025-06-20,city scrape,Schöne ruhige 2 Zimmer Wohnung mit kleinem Balkon,472160417,https://www.airbnb.com/users/show/472160417,Michael,2022-07-29,"Berlin, Germany",,,100%,f,,1.0,1.0,"['email', 'phone']",t,t,,Westend,Charlottenburg-Wilm.,52.5119529,13.2639685,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Free street parking"", ""Oven"", ""Washer"", ""Hot water"", ""TV"", ""Cooking basics"", ""Record player"", ""Patio or balcony"", ""Elevator"", ""Baking sheet"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Kitchen"", ""Dishes and silverware""]",$125.00,3,21,3.0,21.0,19,30,47,137,1,13,1625.0,5.0,5.0,5.0,5.0,1.0
8205,681684802148350107,https://www.airbnb.com/rooms/681684802148350107,2025-06-20,city scrape,"Blueground | Mitte, nr park am Gleisdreieck",434485440,https://www.airbnb.com/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany",within a few hours,85%,97%,f,,328.0,333.0,"['email', 'phone']",t,t,,Tiergarten Süd,Mitte,52.501772,13.3707292,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""TV"", ""Cooking basics"", ""Lockbox"", ""Patio or balcony"", ""Elevator"", ""Self check-in"", ""Smoke alarm"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen""]",$183.00,90,1125,97.4,1125.0,0,0,0,51,0,0,0.0,,,,,
8211,683899557020590969,https://www.airbnb.com/rooms/683899557020590969,2025-06-20,city scrape,Helles und frisch möbliertes Apartment mit Balkon,472707053,https://www.airbnb.com/users/show/472707053,Luisa,2022-08-01,,within a few hours,100%,67%,t,,6.0,7.0,"['email', 'phone']",t,t,,Teltower Damm,Steglitz - Zehlendorf,52.43702,13.27161,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Washer"", ""Hot water"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Self check-in"", ""Bathtub"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Long term stays allowed"", ""Hangers"", ""Clothing storage"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$99.00,92,365,92.0,365.0,0,0,0,80,0,0,0.0,,,,,
8212,684434620067497364,https://www.airbnb.com/rooms/684434620067497364,2025-06-21,city scrape,Numa | Modern Room with Single Bed near Kudamm,472849007,https://www.airbnb.com/users/show/472849007,Numa Novela,2022-08-02,,within an hour,100%,100%,f,,8.0,8.0,"['email', 'phone']",t,f,"Berlin, Germany",Düsseldorfer Straße,Charlottenburg-Wilm.,52.4988328,13.3120967,Entire serviced apartment,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Keypad"", ""Paid washer \u2013 In building"", ""Hot water"", ""108 inch TV"", ""Elevator"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Bed linens"", ""Paid parking off premises"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Safe"", ""Fire extinguisher"", ""Crib - available upon request"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Fast wifi \u2013 62 Mbps"", ""Coffee"", ""Conditioner"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Mini fridge"", ""Air conditioning"", ""Dedicated workspace"", ""Wine glasses""]",$150.00,1,365,2.0,999.0,12,37,67,309,14,164,24600.0,4.64,4.86,4.64,4.36,0.44
8213,684491013825440916,https://www.airbnb.com/rooms/684491013825440916,2025-06-20,city scrape,Gemütliches Zimmer in der Nähe vom Flughafen BER,472860321,https://www.airbnb.com/users/show/472860321,Gihad,2022-08-02,"Berlin, Germany",within an hour,100%,99%,f,,2.0,4.0,"['email', 'phone']",t,t,,Johannisthal,Treptow - Köpenick,52.44224,13.49924,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Game console: PS3"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Oven"", ""Hot water"", ""Washer"", ""TV"", ""Lock on bedroom door"", ""Freezer"", ""Central heating"", ""Air conditioning"", ""Cooking basics"", ""Free parking on premises"", ""Baking sheet"", ""Bathtub"", ""Bread maker"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Bidet"", ""Smoking allowed"", ""Hangers"", ""Portable fans"", ""Hot water kettle"", ""Backyard"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Stove"", ""Coffee"", ""Conditioner"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Host greets you"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Clothing storage: dresser"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$54.00,1,1125,1.0,1125.0,15,18,48,323,84,252,13608.0,4.61,4.3,4.53,4.58,2.4
8216,685193430055784985,https://www.airbnb.com/rooms/685193430055784985,2025-06-20,city scrape,"Blueground | Mitte, near Potsdamer Platz",434485440,https://www.airbnb.com/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany",within a few hours,85%,97%,f,,328.0,333.0,"['email', 'phone']",t,t,,Tiergarten Süd,Mitte,52.50201,13.3703487,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""TV"", ""Cooking basics"", ""Lockbox"", ""Patio or balcony"", ""Elevator"", ""Self check-in"", ""Bathtub"", ""Smoke alarm"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen""]",$133.00,90,1125,92.0,1125.0,0,0,0,0,0,0,0.0,,,,,
8217,685218557991874792,https://www.airbnb.com/rooms/685218557991874792,2025-06-20,city scrape,Berlin Chausseestr | One-Bedroom Suite,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.537746,13.373278,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Iron"", ""Wifi"", ""Keypad"", ""Hot water"", ""Washer"", ""TV"", ""Cooking basics"", ""Elevator"", ""Self check-in"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$205.00,1,365,1.0,999.0,7,21,37,289,14,113,23165.0,4.64,4.64,4.79,4.57,0.46
8218,685220462559922676,https://www.airbnb.com/rooms/685220462559922676,2025-06-21,city scrape,Berlin Chausseestr | Suite + Sofa Bed + Balcony,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.537746,13.373278,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Patio or balcony"", ""Self check-in"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""Room-darkening shades"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$183.00,1,365,1.0,999.0,26,54,84,359,16,126,23058.0,4.13,4.0,4.44,4.13,0.51
8219,685222233587748409,https://www.airbnb.com/rooms/685222233587748409,2025-06-21,previous scrape,Berlin Chausseestr | Suite +Sofa bed +Balcony (LT),418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.537746,13.373278,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,"[""Wifi"", ""Keypad"", ""Hot water"", ""Washer"", ""TV"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",,28,365,28.0,999.0,27,57,87,362,0,0,,,,,,
8220,685224054858608898,https://www.airbnb.com/rooms/685224054858608898,2025-06-20,city scrape,Berlin Chausseestr | Suite with Sofa Bed,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.537746,13.373278,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Elevator"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$176.00,1,365,1.0,999.0,22,52,82,357,67,255,44880.0,4.42,4.52,4.3,4.28,2.13
8221,685225880830164394,https://www.airbnb.com/rooms/685225880830164394,2025-06-21,city scrape,Berlin Chausseestr | Two-Bedroom Suite,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.537746,13.373278,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""Washer"", ""TV"", ""Cooking basics"", ""Elevator"", ""Self check-in"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$332.00,1,365,1.0,999.0,14,31,54,309,8,50,16600.0,4.63,4.5,4.38,4.13,0.27
8222,685231647740227172,https://www.airbnb.com/rooms/685231647740227172,2025-06-20,city scrape,Berlin Malmöer Str. | Suite XL,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.55104,13.4036,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$158.00,1,365,1.0,999.0,23,53,83,358,10,50,7900.0,4.5,4.8,4.5,4.5,0.33
8223,685233606387139236,https://www.airbnb.com/rooms/685233606387139236,2025-06-20,city scrape,Berlin Malmöer Str. | Suite L with Sofa Bed,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.55104,13.4036,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$152.00,1,365,1.0,999.0,5,22,50,315,8,63,9576.0,4.38,4.75,4.5,3.75,0.27
8224,685235608999444472,https://www.airbnb.com/rooms/685235608999444472,2025-06-21,previous scrape,Berlin Malmöer Str. | One-Bedroom Suite XXL,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.55104,13.4036,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Self check-in"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",,1,365,1.0,999.0,23,53,77,352,1,0,,2.0,2.0,4.0,2.0,0.03
8225,685237606203681737,https://www.airbnb.com/rooms/685237606203681737,2025-06-21,city scrape,Berlin Malmöer Str. | One-Bedroom Suite XL,418270816,https://www.airbnb.com/users/show/418270816,Limehome,2021-08-13,,within an hour,98%,99%,f,Nové Město,912.0,1016.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.55104,13.4036,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Keypad"", ""Hot water"", ""TV"", ""Cooking basics"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Heating"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$170.00,1,365,1.0,999.0,18,48,77,351,4,38,6460.0,3.75,4.0,3.5,3.75,0.16
