,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
2624,15235950,https://www.airbnb.com/rooms/15235950,2025-06-21,city scrape,Cosy and central Apartment,68554371,https://www.airbnb.com/users/show/68554371,Jens,2016-04-23,"Berlin, Germany",within a day,100%,56%,t,Tiergarten,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Tiergarten Süd,Mitte,52.50011,13.3656,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""Dryer"", ""Coffee maker: espresso machine, pour-over coffee"", ""Cooking basics"", ""Patio or balcony"", ""Bathtub"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Coffee"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Dining table"", ""Toaster"", ""Paid parking off premises"", ""TV with standard cable, DVD player"", ""Blender"", ""Kitchen"", ""Dishes and silverware""]",$119.00,3,28,3.0,28.0,1,1,3,232,72,76,9044.0,4.93,4.85,4.88,4.82,0.69
2640,15472493,https://www.airbnb.com/rooms/15472493,2025-06-21,city scrape,Appart calme et lumineux proche quartier branché,3775321,https://www.airbnb.com/users/show/3775321,Gabrielle,2012-10-06,"Berlin, Germany",within a day,67%,15%,f,Alt-Treptow,1.0,3.0,['phone'],t,t,,Alt  Treptow,Treptow - Köpenick,52.49172,13.44887,Entire rental unit,Entire home/apt,3,2.0,2 baths,3.0,5.0,"[""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Washer"", ""Hot water"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Freezer"", ""Cooking basics"", ""Baking sheet"", ""Bathtub"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$70.00,6,15,6.0,15.0,6,8,20,20,6,50,3500.0,5.0,4.5,4.67,4.67,0.22
2645,15491436,https://www.airbnb.com/rooms/15491436,2025-06-20,city scrape,"Apartment in Villa, 75 m2",77214209,https://www.airbnb.com/users/show/77214209,Ali,2016-06-12,"Berlin, Germany",within a day,67%,55%,f,Steglitz,1.0,1.0,"['email', 'phone']",t,t,,Albrechtstr.,Steglitz - Zehlendorf,52.45411,13.35426,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Children\u2019s books and toys"", ""Washer"", ""Hot water"", ""Dryer"", ""TV"", ""Lockbox"", ""Self check-in"", ""Smoke alarm"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Essentials"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Kitchen"", ""Dishes and silverware""]",$90.00,5,1125,5.0,1125.0,7,18,29,216,40,76,6840.0,4.78,4.78,4.58,4.5,0.38
2651,15559532,https://www.airbnb.com/rooms/15559532,2025-06-20,city scrape,Florakiez: Ankommen und Dich wohlfühlen !,100152836,https://www.airbnb.com/users/show/100152836,Christel,2016-10-18,"Korschenbroich, Germany",within a day,100%,,f,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Pankow Zentrum,Pankow,52.56316,13.40262,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Washer"", ""Hot water"", ""TV"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Backyard"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$50.00,93,1125,93.0,1125.0,0,0,0,111,0,0,0.0,,,,,
2657,15644542,https://www.airbnb.com/rooms/15644542,2025-06-21,city scrape,Studio with Balcony & I-Mac - Center of Neukölln,44504297,https://www.airbnb.com/users/show/44504297,Mark,2015-09-18,"Berlin, Germany",within a day,100%,67%,f,Kreuzberg,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Neuköllner Mitte/Zentrum,Neukölln,52.48034,13.42877,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Hot water"", ""Washer"", ""Freezer"", ""Record player"", ""Cooking basics"", ""Outdoor furniture"", ""Patio or balcony"", ""Shower gel"", ""Rice maker"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Nivea body soap"", ""Clothing storage"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Coffee"", ""Extra pillows and blankets"", ""Climbing wall"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Host greets you"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Coffee maker: pour-over coffee"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$54.00,92,400,92.0,400.0,6,36,66,341,1,0,0.0,4.0,3.0,5.0,4.0,0.02
2661,15660868,https://www.airbnb.com/rooms/15660868,2025-06-20,city scrape,woanders - stilvoll & gemütliches Stadt-Apartment,101104755,https://www.airbnb.com/users/show/101104755,Tanja,2016-10-24,"Berlin, Germany",within a day,100%,91%,t,Schöneberg,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Schöneberg-Süd,Tempelhof - Schöneberg,52.48825,13.3529,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Babysitter recommendations"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Laundromat nearby"", ""EV charger"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Lockbox"", ""Outdoor furniture"", ""Baking sheet"", ""Paid street parking off premises"", ""Self check-in"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Single level home"", ""Crib"", ""Long term stays allowed"", ""Hangers"", ""Kitchen"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Stove"", ""Board games"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Outlet covers"", ""Heating"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$119.00,3,1125,3.4,1125.0,2,3,4,110,182,255,30345.0,4.98,4.98,4.92,4.91,1.78
2662,15694049,https://www.airbnb.com/rooms/15694049,2025-06-20,city scrape,"Sonniges Studio in Kudammnähe, with charm&light",1574908,https://www.airbnb.com/users/show/1574908,Jürgen,2012-01-06,"Berlin, Germany",within a day,100%,67%,f,Halensee,6.0,27.0,"['email', 'phone']",t,t,"Berlin, Germany",Halensee,Charlottenburg-Wilm.,52.49873,13.29119,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Iron"", ""Pets allowed"", ""Building staff"", ""Hangers"", ""Wifi"", ""Self check-in"", ""Heating"", ""Washer"", ""Hot water"", ""TV"", ""Essentials"", ""Kitchen""]",$37.00,92,600,92.0,600.0,0,0,0,219,5,0,0.0,4.2,4.2,4.6,4.0,0.06
2676,15810911,https://www.airbnb.com/rooms/15810911,2025-06-21,city scrape,Moderne 3 ZWG mit Fitnessraum und Sauna in Mitte,12360,https://www.airbnb.com/users/show/12360,Michael,2009-04-05,"Berlin, Germany",within a day,100%,92%,t,Mitte,21.0,21.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.53057,13.38188,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Oven"", ""Washer"", ""Hot water"", ""Dryer"", ""Freezer"", ""Gym"", ""Cooking basics"", ""Lockbox"", ""Sound system"", ""Patio or balcony"", ""Self check-in"", ""Clothing storage: closet"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Room-darkening shades"", ""Paid parking off premises"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$104.00,92,1125,92.0,1125.0,0,0,0,0,6,255,26520.0,4.33,4.0,4.83,4.0,0.07
2683,15884562,https://www.airbnb.com/rooms/15884562,2025-06-21,city scrape,sonnige city wohnung am park,63838688,https://www.airbnb.com/users/show/63838688,Joachim,2016-03-21,"Berlin, NJ",within a day,100%,0%,f,Grunewald,9.0,17.0,"['email', 'phone']",t,t,"Berlin, Germany",Barstraße,Charlottenburg-Wilm.,52.48872,13.31623,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""TV"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Refrigerator"", ""Single level home"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Essentials"", ""Stove"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Paid parking off premises"", ""Kitchen"", ""Dishes and silverware""]",$40.00,93,364,93.0,364.0,0,0,0,273,2,0,0.0,4.5,4.5,5.0,4.5,0.02
2698,15995604,https://www.airbnb.com/rooms/15995604,2025-06-21,city scrape,Super spacious 1-BR (90m2) in vibrant Kreuzberg,1171840,https://www.airbnb.com/users/show/1171840,Sandra,2011-09-17,"Berlin, Germany",within a day,100%,67%,f,,1.0,3.0,"['email', 'phone', 'work_email']",t,t,,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.49184,13.3949,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Clothing storage"", ""Washer"", ""Smoke alarm"", ""Bed linens"", ""Room-darkening shades"", ""Essentials"", ""Kitchen"", ""Shampoo""]",$115.00,7,95,7.0,95.0,0,0,0,86,12,14,1610.0,5.0,4.92,5.0,4.83,0.12
2704,16028905,https://www.airbnb.com/rooms/16028905,2025-06-21,city scrape,Central apartment with amazing view over Berlin,62297614,https://www.airbnb.com/users/show/62297614,Brad,2016-03-09,"Berlin, Germany",within a day,100%,52%,f,,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Brunnenstr. Nord,Mitte,52.54565,13.37449,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Iron"", ""Patio or balcony"", ""Elevator"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Fire extinguisher"", ""Washer"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Dishes and silverware""]",$90.00,5,15,5.0,15.0,9,33,63,63,53,50,4500.0,4.94,4.89,4.85,4.91,0.51
2735,16183018,https://www.airbnb.com/rooms/16183018,2025-06-20,city scrape,"New, nice, great location",105670074,https://www.airbnb.com/users/show/105670074,Philipp Und Mara,2016-11-30,,within a day,100%,53%,f,Kreuzberg,2.0,2.0,"['email', 'phone']",t,t,,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.4929,13.41654,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Stove"", ""Dishes and silverware""]",$103.00,3,5000,3.0,5000.0,9,16,25,278,165,255,26265.0,4.77,4.88,4.91,4.68,1.59
2822,16689831,https://www.airbnb.com/rooms/16689831,2025-06-20,city scrape,Spacious bright flat | open kitchen | kid-friendly,1663860,https://www.airbnb.com/users/show/1663860,Fried,2012-01-28,"Berlin, Germany",within a day,80%,44%,f,Prenzlauer Berg,1.0,1.0,"['phone', 'work_email']",t,t,"Berlin, Germany",Pankow Süd,Pankow,52.55347,13.4194,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Garden view"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Laundromat nearby"", ""Freezer"", ""EV charger"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Outdoor furniture"", ""Free parking on premises"", ""Elevator"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Fast wifi \u2013 111 Mbps"", ""Smoke alarm"", ""Refrigerator"", ""Rice maker"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""High chair"", ""Paid parking off premises"", ""Single level home"", ""Crib"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Barbecue utensils"", ""Hot water kettle"", ""Bluetooth sound system"", ""Drying rack for clothing"", ""120 inch HDTV with Netflix"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Pets allowed"", ""Coffee"", ""Courtyard view"", ""Luggage dropoff allowed"", ""Piano"", ""Hair dryer"", ""Outlet covers"", ""Heating"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""BBQ grill"", ""Exercise equipment"", ""Host greets you"", ""Ikea induction stove"", ""Room-darkening shades"", ""Clothing storage: dresser"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$122.00,5,90,5.0,90.0,0,7,15,58,58,63,7686.0,4.98,4.9,4.89,4.89,0.57
2845,16864734,https://www.airbnb.com/rooms/16864734,2025-06-20,city scrape,To live very central (only for women),112375235,https://www.airbnb.com/users/show/112375235,Berlinerin,2017-01-20,,within a day,83%,55%,f,Mitte,1.0,1.0,"['email', 'phone']",t,t,,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.5135,13.42495,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,"[""Elevator"", ""Hangers"", ""Wifi"", ""Bathtub"", ""Hair dryer"", ""Shower gel"", ""Heating"", ""TV"", ""Lock on bedroom door"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Body soap"", ""Dishes and silverware""]",$103.00,1,3,1.0,3.0,28,58,88,89,39,76,7828.0,4.69,4.82,4.72,4.51,0.4
2847,16882223,https://www.airbnb.com/rooms/16882223,2025-06-21,city scrape,modern 75qm design flat in the heart of Berlin,112571636,https://www.airbnb.com/users/show/112571636,Elisabeth,2017-01-21,"Cologne, Germany",within a day,100%,57%,t,,1.0,1.0,"['email', 'phone']",t,t,,Helmholtzplatz,Pankow,52.54512,13.41947,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private patio or balcony"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Stove"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$102.00,10,40,10.0,40.0,1,14,15,157,26,120,12240.0,4.81,4.69,4.96,4.69,0.26
2873,17106359,https://www.airbnb.com/rooms/17106359,2025-06-20,city scrape,Gorgeous apartment close to Berghain,3089982,https://www.airbnb.com/users/show/3089982,Rosa,2012-07-29,"Berlin, Germany",within a day,100%,100%,t,Friedrichshain,1.0,3.0,"['email', 'phone']",t,t,"Berlin, Germany",Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.51173,13.45103,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Oven"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Paid parking off premises"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$88.00,2,28,2.0,28.0,2,3,3,3,91,25,2200.0,4.85,4.62,4.93,4.58,0.97
2925,17544847,https://www.airbnb.com/rooms/17544847,2025-06-21,city scrape,Design Studio Apt. in Central 10115 Berlin-Mitte,119024407,https://www.airbnb.com/users/show/119024407,Thi Kim Chung,2017-03-03,"Berlin, Germany",within a day,100%,71%,f,Mitte,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Brunnenstr. Süd,Mitte,52.53787,13.37986,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""Dryer"", ""Cooking basics"", ""Smoke alarm"", ""Refrigerator"", ""High chair"", ""TV with standard cable"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Stove"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$50.00,92,183,92.0,183.0,0,21,24,198,191,255,12750.0,4.93,4.98,4.81,4.84,1.89
2943,17624029,https://www.airbnb.com/rooms/17624029,2025-06-21,city scrape,Sunny & spacious apartment in Neukölln,21631854,https://www.airbnb.com/users/show/21631854,Naveed,2014-09-22,"Berlin, Germany",within a day,80%,38%,f,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Neuköllner Mitte/Zentrum,Neukölln,52.4817156,13.4251887,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Portable air conditioning"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""City skyline view"", ""Gym"", ""Central heating"", ""Record player"", ""Cooking basics"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Rice maker"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Shampoo"", ""Exercise equipment: free weights"", ""Long term stays allowed"", ""Single oven"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Microwave"", ""Coffee maker: espresso machine"", ""Bose and alexa Bluetooth sound system"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Pets allowed"", ""Coffee"", ""Gas stove"", ""Conditioner"", ""Piano"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$165.00,4,31,5.0,31.0,0,7,7,177,21,101,16665.0,5.0,4.95,4.86,4.9,0.83
2974,17901903,https://www.airbnb.com/rooms/17901903,2025-06-20,city scrape,Sehr schöne Altbauwohnung mitten in Berlin,443499,https://www.airbnb.com/users/show/443499,Anton,2011-03-15,"Berlin, Germany",within a day,100%,78%,t,Tiergarten,3.0,7.0,"['email', 'phone']",t,t,,Moabit Ost,Mitte,52.53113,13.35238,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Heating"", ""Host greets you"", ""Washer"", ""Hot water"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Dishes and silverware""]",$95.00,90,1125,115.6,1125.0,0,0,0,273,67,0,0.0,4.79,4.78,4.63,4.71,0.67
3024,18158993,https://www.airbnb.com/rooms/18158993,2025-06-21,city scrape,La Petite Maison Balkon Checkpoint Alexanderplatz,66875618,https://www.airbnb.com/users/show/66875618,Ina,2016-04-12,"Berlin, Germany",within a day,100%,98%,t,Mitte,3.0,3.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.50707439333571,13.414740534265142,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Stainless steel electric stove"", ""Garden view"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Freezer"", ""Children\u2019s dinnerware"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""HDTV with standard cable"", ""Pack \u2019n play/Travel crib - available upon request"", ""Elevator"", ""Baking sheet"", ""Paid street parking off premises"", ""Bathtub"", ""Smoke alarm"", ""Bed linens"", ""High chair"", ""Single level home"", ""Crib"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Shared backyard \u2013 Not fully fenced"", ""Microwave"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Pets allowed"", ""Coffee"", ""Bauknecht refrigerator"", ""Courtyard view"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$90.00,30,170,30.0,170.0,3,3,3,106,80,255,22950.0,4.86,4.83,4.86,4.67,0.81
3065,18444663,https://www.airbnb.com/rooms/18444663,2025-06-20,city scrape,Der Himmel über Berlin,89796240,https://www.airbnb.com/users/show/89796240,Rainer,2016-08-14,"Madrid, Spain",within a day,90%,43%,t,Wedding,2.0,4.0,"['email', 'phone']",t,t,"Berlin, Germany",Parkviertel,Mitte,52.5476,13.34375,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Private patio or balcony"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""Freezer"", ""Cooking basics"", ""Lockbox"", ""Outdoor furniture"", ""Self check-in"", ""Bathtub"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Stove"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""BBQ grill"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$95.00,5,30,5.0,30.0,4,17,39,115,111,88,8360.0,4.9,4.72,4.71,4.7,1.13
3088,18596542,https://www.airbnb.com/rooms/18596542,2025-06-20,city scrape,Haus mit großem Garten 20 Minuten vom Alex,50248574,https://www.airbnb.com/users/show/50248574,Petra,2015-12-01,"Berlin, Germany",within a day,100%,0%,f,,1.0,1.0,['phone'],t,t,"Berlin, Germany",Blankenfelde/Niederschönhausen,Pankow,52.58261,13.41008,Entire home,Entire home/apt,5,2.0,2 baths,3.0,4.0,"[""Iron"", ""Outdoor shower"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Garden view"", ""Hot water"", ""Washer"", ""TV"", ""Freezer"", ""Children\u2019s dinnerware"", ""Sun loungers"", ""Cooking basics"", ""Outdoor furniture"", ""Baking sheet"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Coffee maker: espresso machine, french press"", ""High chair"", ""Body soap"", ""Shampoo"", ""Children\u2019s bikes"", ""Hammock"", ""Hangers"", ""Fire pit"", ""Fire extinguisher"", ""Kitchen"", ""Crib - available upon request"", ""Microwave"", ""Barbecue utensils"", ""Backyard"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Stove"", ""Coffee"", ""Conditioner"", ""Extra pillows and blankets"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""BBQ grill"", ""Dining table"", ""Bikes"", ""Children's playroom"", ""Toaster"", ""Air conditioning"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$220.00,5,14,5.0,14.0,0,0,0,47,21,25,5500.0,5.0,5.0,4.75,4.95,0.21
